customerID,num_trades,total_volume,avg_trade_value,first_trade,last_trade,num_assets,asset_types,sector_diversity,investment_span_days,riskLevel,investmentCapacity,cluster,segment
00512C17D0E7D1C8D5DF,2,4.0,3.018,2018-01-02,2021-08-27,1,1,1,1333,Income,CAP_LT30K,0,Passive Investor
00523D5E7518C6165B32,7,134000.0,8515.492857142857,2020-03-26,2020-11-09,2,1,1,228,Income,CAP_LT30K,0,Passive Investor
0055C1F65E49984FF5B5,5,1607.224,5239.99775088,2021-07-16,2022-07-08,3,2,1,357,Balanced,CAP_80K_300K,1,Diversified Wealth Builder
00566F6C037B47A267E3,2,8.0,10.518,2018-01-02,2021-02-19,1,1,0,1144,Predicted_Income,Predicted_CAP_LT30K,0,Passive Investor
0059B0203C883553A892,39,239525.32200000135,12444.25894227947,2018-01-02,2022-08-23,12,2,7,1694,Balanced,CAP_80K_300K,2,Active Trader
005B4DBE0CD563372397,1,2316.924,29999.9953368,2021-10-18,2021-10-18,1,1,0,0,Income,CAP_30K_80K,0,Passive Investor
0060180740B3406DCCC9,4,134.0,3350.0,2021-03-19,2021-07-16,2,1,1,119,Balanced,CAP_80K_300K,0,Passive Investor
0069821E67BC1D08CF8C,2,38.0,26.22,2018-01-02,2021-07-26,1,1,0,1301,Income,CAP_LT30K,0,Passive Investor
0069D59E30C92A4C1981,3,928.0,4234.933333333333,2020-06-25,2022-07-08,2,2,2,743,Income,CAP_LT30K,1,Diversified Wealth Builder
006FC7037E64812976E9,18,365.0,192.58055555555555,2019-01-24,2022-09-22,7,1,5,1337,Predicted_Balanced,Predicted_CAP_LT30K,2,Active Trader
0071692748B0D90DBD06,4,308.0,269.21125,2018-01-02,2022-04-29,2,1,1,1578,Income,CAP_LT30K,0,Passive Investor
0071DB95436D93304175,33,369319.0,10837.122136363636,2020-03-20,2022-11-28,6,1,1,983,Predicted_Conservative,Predicted_CAP_30K_80K,0,Passive Investor
0072F6F36377784DBF24,9,13800.0,3859.9444444444443,2018-01-02,2022-06-14,1,1,0,1624,Income,CAP_LT30K,0,Passive Investor
0073333A96207D6B2B46,6,4656.0,1172.9983333333332,2021-04-26,2022-05-10,6,1,2,379,Income,CAP_30K_80K,0,Passive Investor
0074F23D1B45DF2A70DF,86,415455.0,6047.733930232558,2018-01-02,2022-11-29,29,1,7,1792,Aggressive,CAP_80K_300K,2,Active Trader
00764C951554779C1A1D,11,580.688,12575.168477799203,2018-01-02,2021-11-01,3,2,1,1399,Predicted_Balanced,Predicted_CAP_80K_300K,1,Diversified Wealth Builder
0076B6446F457C6D332E,2,666.0,1053.9450000000002,2018-01-02,2022-01-10,1,1,0,1469,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
0076F5B3677A3E8CBAC2,46,18411.0,533.049947826087,2020-01-08,2022-09-27,4,1,2,993,Aggressive,CAP_LT30K,0,Passive Investor
007B7270E95262A0B1C1,11,18506.5,2846.5858181818185,2018-01-02,2021-04-14,3,1,1,1198,Income,CAP_80K_300K,0,Passive Investor
007BA955126BCE1FEFE7,4,60.0,187.84375,2018-01-02,2021-11-02,2,1,2,1400,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
007BB70A34D8520E3721,54,120904.5,1912.4285185185186,2020-07-28,2022-10-31,15,1,7,825,Aggressive,CAP_LT30K,2,Active Trader
0080AB2CB7D1D18FD7F5,4,112.0,295.674,2018-01-02,2020-03-04,2,1,2,792,Balanced,CAP_LT30K,0,Passive Investor
008100D584FCAB09DDA6,2,30.0,1500.0,2021-07-16,2021-07-16,1,1,1,0,Income,CAP_30K_80K,0,Passive Investor
008190D73F2BDD811F4D,2,416.578,302.02946445,2018-01-02,2022-02-14,1,1,0,1504,Income,CAP_LT30K,0,Passive Investor
0084E9FA07C24BF3F938,9,10251.287,4016.9232165555554,2021-03-19,2022-09-29,5,2,1,559,Balanced,CAP_30K_80K,1,Diversified Wealth Builder
008A6870444C4E39B4C9,3,700.0,1213.3333333333333,2021-01-07,2021-03-08,3,1,2,60,Balanced,CAP_LT30K,0,Passive Investor
008D1DB09E52001D9A01,14,41231.01,6798.628097678572,2018-01-02,2022-08-25,6,2,4,1696,Income,CAP_30K_80K,1,Diversified Wealth Builder
008ECFB6D2E11AB60476,1,50.0,764.5,2021-06-15,2021-06-15,1,1,1,0,Predicted_Income,Predicted_CAP_80K_300K,0,Passive Investor
008FC70295E0AF33FEC4,19,12600.0,1495.1842105263158,2018-01-02,2021-12-29,7,1,3,1457,Aggressive,CAP_30K_80K,0,Passive Investor
00912CAC4D081306A945,1,1647.555,49999.99914,2020-12-23,2020-12-23,1,1,0,0,Aggressive,CAP_80K_300K,0,Passive Investor
00971135C80E0B05F871,2,1400.0,2057.3,2018-01-02,2018-07-19,1,1,0,198,Balanced,CAP_LT30K,0,Passive Investor
009B99EFA8EBD7BE7E7C,2,12.0,8.577,2018-01-02,2022-03-10,1,1,1,1528,Aggressive,CAP_LT30K,0,Passive Investor
009BFD23EA7B0C1BFE95,11,7887.0,807.1749454545454,2018-02-16,2022-01-21,8,1,3,1435,Balanced,CAP_LT30K,0,Passive Investor
009CA35EE2B6F4917C36,2,1178.092,2275.1607227,2018-01-02,2022-01-18,1,1,0,1477,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
00A23AB2B308D3FFB189,20,108.0,537.72126,2018-03-27,2022-11-03,6,1,1,1682,Income,CAP_LT30K,0,Passive Investor
00A263F24D88B0B6018C,3,700.0,777.3000000000001,2018-01-02,2018-01-22,1,1,0,20,Predicted_Income,Predicted_CAP_LT30K,0,Passive Investor
00A81AF0E919436934D5,6,106.0,173.4416666666667,2018-01-02,2022-09-26,3,1,3,1728,Balanced,CAP_LT30K,0,Passive Investor
00A8BE99F1B64F66CA98,2,162.174,295.06748430000005,2018-01-02,2022-09-16,1,1,0,1718,Conservative,CAP_LT30K,0,Passive Investor
00A93CDDB66C46D25015,2,640.648,1085.1616148,2018-01-02,2018-06-07,1,1,0,156,Income,CAP_30K_80K,0,Passive Investor
00A98B13B0C50133B5B2,17,13.384,10.447163211764705,2018-01-02,2021-07-30,1,1,0,1305,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
00AC9C3201CAA03E5CE8,2,10.0,8.575,2018-01-02,2022-09-16,1,1,1,1718,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
00B37E8DF5374D708A33,6,11247.071,20088.120265583333,2018-01-02,2022-03-29,3,1,0,1547,Predicted_Income,Predicted_CAP_30K_80K,0,Passive Investor
00B661160D56B45489C9,2,4.0,200.0,2021-03-19,2021-03-19,1,1,1,0,Income,CAP_LT30K,0,Passive Investor
00B9476F2ADC2F8E294D,6,116.0,1933.3333333333333,2020-10-23,2021-07-16,3,1,1,266,Income,CAP_80K_300K,0,Passive Investor
00B9676E5F946F9F7364,4,2460.0,709.48,2020-02-26,2021-12-22,2,1,1,665,Balanced,CAP_30K_80K,0,Passive Investor
00B99F5DBADBA18F7637,5,4250.0,3539.8,2018-01-02,2022-03-01,4,1,1,1519,Income,CAP_30K_80K,0,Passive Investor
00BC179719A8769A813D,2,60.0,150.0,2018-01-02,2018-06-26,1,1,0,175,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
00BF6E75C7F29D477D95,6,2222.0,362.8386666666667,2018-01-02,2020-01-21,2,1,1,749,Income,CAP_LT30K,0,Passive Investor
00C1535F09F1168A72CA,2,24.0,26.43,2018-01-02,2021-12-02,1,1,1,1430,Conservative,CAP_LT30K,0,Passive Investor
00C2BBB0763EB1630A12,6,84.0,1400.0,2020-10-23,2021-11-12,3,1,1,385,Aggressive,CAP_30K_80K,0,Passive Investor
00C2DE371B2C998F68E8,6,3240.0,2388.633333333333,2018-01-02,2022-05-30,4,1,2,1609,Income,CAP_LT30K,0,Passive Investor
00C882AAE56555269995,36,5034.0,906.5563888888888,2018-01-02,2022-11-11,9,1,7,1774,Balanced,CAP_LT30K,2,Active Trader
00C9F9FB6559137EB95C,2,350.0,2712.5,2018-01-02,2018-01-02,1,1,1,0,Income,CAP_LT30K,0,Passive Investor
00CA0D084592657D0127,9,84000.0,28311.38888888889,2018-01-02,2022-11-03,1,1,0,1766,Aggressive,CAP_30K_80K,0,Passive Investor
00CAD20DF6904FADFB9C,2,354.0,676.1400000000001,2018-01-02,2022-07-19,1,1,1,1659,Income,CAP_LT30K,0,Passive Investor
00CD0A7260DC2AFB31D4,2,382.0,3122.85,2018-01-02,2021-11-19,1,1,1,1417,Income,CAP_LT30K,0,Passive Investor
00CFFDB9DC21DDDD0408,5,467.0,1396.3899999999999,2021-06-14,2022-03-01,2,1,2,260,Aggressive,CAP_LT30K,0,Passive Investor
00D4734DA2167F78A482,2,228.0,1552.1100000000001,2018-01-02,2021-06-23,1,1,1,1268,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
00D7C33C919BA9474C02,4,1646.0,1803.84875,2018-01-02,2022-01-21,2,2,1,1480,Income,CAP_30K_80K,1,Diversified Wealth Builder
00D86DC39F71B450B38E,4,266.0,173.145,2018-01-02,2022-01-17,2,1,2,1476,Balanced,CAP_LT30K,0,Passive Investor
00DB1702AAD686BD5258,4,915.3779999999999,3301.8880691249997,2018-01-02,2019-04-01,2,1,0,454,Not_Available,Not_Available,0,Passive Investor
00DCB881F0D2572D4E2D,21,55700.0,3264.2195238095237,2018-05-25,2022-08-02,3,1,2,1530,Income,CAP_LT30K,0,Passive Investor
00DE3AF7500EFDDBF57A,4,552.0,1084.53,2018-01-02,2020-06-24,2,1,1,904,Conservative,CAP_LT30K,0,Passive Investor
00E2BCDADA413E1695AB,6,72.0,1211.0226,2018-05-07,2021-03-10,1,1,1,1038,Aggressive,CAP_80K_300K,0,Passive Investor
00E31B956D704621E0A3,2,817.656,1345.146327,2018-01-02,2020-11-24,1,1,0,1057,Conservative,CAP_LT30K,0,Passive Investor
00E739F064439EDF553F,2,32000.0,96040.0,2018-01-02,2021-08-26,1,1,1,1332,Predicted_Conservative,Predicted_CAP_80K_300K,0,Passive Investor
00E86326F59A1481FC74,2,2.0,0.9025000000000001,2018-01-02,2021-11-24,1,1,1,1422,Income,CAP_LT30K,0,Passive Investor
00EAAC1A540348B956C6,9,2698.0,893.0588888888889,2018-01-02,2021-09-06,4,1,2,1343,Income,CAP_LT30K,0,Passive Investor
00EACFE08E276F6E5574,14,3926.0,1436.7357142857143,2020-01-16,2022-01-13,8,2,4,728,Aggressive,CAP_80K_300K,1,Diversified Wealth Builder
00ECB57F745207D11AB8,2,3066.0,2279.5710000000004,2018-01-02,2019-02-20,1,1,1,414,Balanced,CAP_LT30K,0,Passive Investor
00ECE569D99A346074C8,17,5734.0,1011.9352941176471,2018-01-02,2022-05-10,6,2,4,1589,Balanced,CAP_LT30K,1,Diversified Wealth Builder
00EF16CE4D5C769633AA,2,477.854,769.4405108000001,2018-01-02,2020-06-05,1,1,0,885,Predicted_Income,Predicted_CAP_LT30K,0,Passive Investor
00EFCCB773A34A32DA9C,2,309.386,562.00740365,2018-01-02,2021-03-16,1,1,0,1169,Conservative,CAP_LT30K,0,Passive Investor
00F614AD312F91A60619,4,2146.0,1143.725,2018-01-02,2021-11-26,2,1,1,1424,Balanced,CAP_LT30K,0,Passive Investor
00F8F517C43C59898444,1,1288.261,4999.9985932,2020-02-07,2020-02-07,1,1,0,0,Balanced,CAP_80K_300K,0,Passive Investor
00F9A909A1193F897CB2,3,515.563,3335.4803183333333,2020-02-12,2020-02-13,3,1,0,1,Income,CAP_LT30K,0,Passive Investor
01001FC34329F0632FD2,2,1014.046,6099.740201500001,2018-01-02,2018-03-20,1,1,0,77,Income,CAP_LT30K,0,Passive Investor
0105066105029C99A57F,19,27063.00000000045,4120.746315789461,2018-01-02,2022-05-06,9,1,7,1585,Balanced,CAP_30K_80K,2,Active Trader
01073DE75A9718CAF22A,4,324.0,182.215,2018-01-02,2022-06-15,2,1,2,1625,Income,CAP_LT30K,0,Passive Investor
0107A68C7682BAFFDBD6,2,1337.644,2410.434488,2018-01-02,2019-09-23,1,1,0,629,Conservative,CAP_LT30K,0,Passive Investor
01084921B87D17CE69DB,1,1213.562,9999.993592399998,2020-01-23,2020-01-23,1,1,0,0,Balanced,CAP_LT30K,0,Passive Investor
010851ABF652C718CCA4,39,4889.25,104.56248717948718,2018-01-02,2021-04-14,6,1,3,1198,Aggressive,CAP_LT30K,0,Passive Investor
0109BB0E63F4A218BB57,29,6285.5,225.8453103448276,2018-01-02,2021-04-14,9,1,6,1198,Income,CAP_LT30K,2,Active Trader
01161868F4C37D5AD952,11,16625.0,1383.7181818181818,2018-05-07,2020-11-16,4,1,1,924,Conservative,CAP_LT30K,0,Passive Investor
0121FCD2AC4A57F1518F,2,110.0,750.4749999999999,2018-01-02,2022-09-19,1,1,1,1721,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
0122DC07A11CCCF0F6F6,6,380.0,1273.74,2018-01-02,2019-01-24,3,1,1,387,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
0125B505098638FB6BF5,2,200.0,339.9,2018-01-02,2022-06-08,1,1,0,1618,Income,Predicted_CAP_LT30K,0,Passive Investor
01290CE20D18D1A9E98E,2,120.0,83.37,2018-01-02,2022-10-18,1,1,1,1750,Income,CAP_LT30K,0,Passive Investor
0129CBBA20E263801CAC,23,43718.66666666667,979.0332608695652,2018-01-02,2022-11-14,9,2,4,1777,Balanced,CAP_30K_80K,1,Diversified Wealth Builder
012E6B40FEAD8011BE9A,5,50.655,969.9731358000001,2021-03-19,2022-06-14,3,2,1,452,Aggressive,CAP_GT300K,1,Diversified Wealth Builder
0130A692FADC3AC195DB,6,1354.0,581.1333333333333,2020-10-23,2020-12-14,4,2,4,52,Balanced,CAP_LT30K,1,Diversified Wealth Builder
01368F15D03241CBDB10,4,6.0,150.0,2021-11-12,2022-01-21,2,1,1,70,Aggressive,CAP_LT30K,0,Passive Investor
0139BC73F35BA70CBAD4,1,10.0,147.3,2022-07-27,2022-07-27,1,1,1,0,Balanced,CAP_LT30K,0,Passive Investor
0139F9A0A169EA3FFE6B,2,376.24,2517.0456,2018-01-02,2022-08-05,1,1,0,1676,Income,CAP_LT30K,0,Passive Investor
013D2348F4DBBF31476F,2,176.0,1139.1599999999999,2018-01-02,2020-12-08,1,1,1,1071,Conservative,CAP_LT30K,0,Passive Investor
013F449849C0325A2B62,3,800.0,4431.866666666666,2018-01-02,2022-04-26,1,1,1,1575,Predicted_Income,Predicted_CAP_LT30K,0,Passive Investor
01413D14BEC069C20CCA,6,1875.394,4243.107205216666,2020-01-22,2022-03-18,3,1,0,786,Conservative,CAP_30K_80K,0,Passive Investor
0145FF31312559D9C55D,1,7000.0,2142.0,2020-05-19,2020-05-19,1,1,1,0,Balanced,CAP_LT30K,0,Passive Investor
0147193F9D33F2372099,11,10702.0,2147.983818181818,2018-01-02,2020-01-28,5,1,3,756,Income,CAP_LT30K,0,Passive Investor
014873A797D8395FE54F,2,62.5,1494.0,2018-01-02,2018-07-26,1,1,1,205,Balanced,CAP_LT30K,0,Passive Investor
0149804312DBC4F1A6F0,6,2263.0,708.032,2020-03-10,2021-04-14,4,1,2,400,Income,CAP_LT30K,0,Passive Investor
014D2ACFF2B1DDB410E6,1,339.869,9999.9995739,2020-02-26,2020-02-26,1,1,0,0,Income,CAP_LT30K,0,Passive Investor
0150E62C0EEAFC624CE8,4,1668.0,738.378,2018-01-02,2021-06-10,2,1,1,1255,Income,CAP_LT30K,0,Passive Investor
0151B13256F146E3F886,2,3791.576,2490.117538,2018-01-02,2018-01-16,1,1,0,14,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
01556AC9AAA5FA2FDC2A,2,4.0,200.0,2021-11-12,2021-11-12,1,1,1,0,Income,CAP_LT30K,0,Passive Investor
01563ADF571193913AB0,2,1578.388,976.2724377,2018-01-02,2020-03-05,1,1,0,793,Income,CAP_LT30K,0,Passive Investor
0157DED53CB5B691C2DC,2,1491.646,10062.3455868,2020-02-07,2021-08-09,1,1,0,549,Income,CAP_LT30K,0,Passive Investor
01585281F924E454ED3A,6,1769.844,3856.6993067333337,2020-01-30,2021-08-31,3,2,1,579,Balanced,CAP_80K_300K,1,Diversified Wealth Builder
01674BE1C54BB1EED238,12,9497.9996,90975.67348775,2018-01-02,2021-10-06,1,1,0,1373,Balanced,CAP_GT300K,0,Passive Investor
016B428B047037D1BF0D,22,39410.0,4431.046363636364,2018-01-02,2022-11-03,8,2,5,1766,Balanced,CAP_80K_300K,1,Diversified Wealth Builder
01756AF0FB2CDA79D556,2,16.0,800.0,2021-07-16,2021-07-16,1,1,1,0,Aggressive,CAP_80K_300K,0,Passive Investor
01767AE7409B7249D322,40,1286.769731,1272.9810721105,2018-01-02,2022-07-22,15,3,2,1662,Balanced,CAP_GT300K,1,Diversified Wealth Builder
017B061E93CDB830E9DE,32,28526.0,4145.7049375,2018-01-02,2022-05-17,8,1,5,1596,Balanced,CAP_LT30K,2,Active Trader
017B3233D02BD4289928,6,22.0,366.6666666666667,2020-10-23,2021-05-21,3,1,1,210,Income,CAP_LT30K,0,Passive Investor
017B4C60E3DE9D9986CF,48,29000.0,6099.556770833333,2018-01-02,2022-11-24,5,1,4,1787,Aggressive,CAP_80K_300K,2,Active Trader
017EC516759322675DB0,7,3400.0,3411.0,2018-01-02,2021-05-13,1,1,1,1227,Income,CAP_LT30K,0,Passive Investor
017F7E1AB376AD8E3906,4,2107.365,6102.7111561500005,2021-08-25,2022-11-29,3,1,0,461,Income,CAP_30K_80K,0,Passive Investor
017FC207446AE2137505,3,2648.216,1243.1608642666667,2018-01-02,2022-03-17,1,1,0,1535,Income,CAP_LT30K,0,Passive Investor
0181162B40DEB4D7C284,4,2002.0,49.97387499999999,2018-01-02,2020-06-24,2,1,1,904,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
0185708AEDF77BA66312,2,110.0,631.4,2018-01-02,2018-04-16,1,1,1,104,Conservative,CAP_LT30K,0,Passive Investor
0187C716784716D1F99B,4,500.0,685.375,2018-01-02,2021-05-20,2,1,2,1234,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
0188DF4D86917792F67D,4,410.0,412.1375,2018-01-02,2021-09-30,2,1,2,1367,Predicted_Conservative,Predicted_CAP_30K_80K,0,Passive Investor
018B982B3FDE32B69856,4,1208.0,768.3399999999999,2018-01-02,2022-02-24,1,1,0,1514,Predicted_Income,Predicted_CAP_80K_300K,0,Passive Investor
018C70C1A7F9BC30626B,1,25.0,214.16,2021-03-19,2021-03-19,1,1,1,0,Balanced,CAP_LT30K,0,Passive Investor
019301ADB74D820F28DA,2,3332.0,5031.32,2018-01-02,2021-11-03,1,1,0,1401,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
0193104981145A500A26,2,200.0,304.5,2018-01-02,2021-12-17,1,1,0,1445,Income,CAP_LT30K,0,Passive Investor
01941C2D100EA177E446,2,52.0,2600.0,2021-07-16,2021-07-16,1,1,1,0,Balanced,CAP_80K_300K,0,Passive Investor
019620C510B057457CAE,3,158.0,322.09166666666664,2021-06-28,2021-11-12,2,2,2,137,Balanced,CAP_80K_300K,1,Diversified Wealth Builder
0199273B827B868B4110,2,296.36,1773.240424,2018-01-02,2020-05-06,1,1,0,855,Income,CAP_LT30K,0,Passive Investor
019A40A46F5931127BF1,11,11188.0,3818.5265454545456,2020-10-14,2022-03-03,7,1,5,505,Aggressive,CAP_80K_300K,2,Active Trader
019CF58106DC9ECA2D52,5,4313.0,1376.6184,2018-01-02,2021-05-21,3,1,2,1235,Balanced,CAP_80K_300K,0,Passive Investor
019D0A62D0BBAEBECB66,16,7664.0,893.19515,2020-04-16,2022-02-23,4,1,1,678,Balanced,CAP_LT30K,0,Passive Investor
019E8C01445F004822EB,2,96.0,688.56,2018-01-02,2022-04-04,1,1,1,1553,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
019F35825CA7D260B9A2,4,163.11999999999998,534.971469525,2018-01-02,2019-04-17,1,1,0,470,Predicted_Conservative,Predicted_CAP_LT30K,0,Passive Investor
01A05874D938B075450B,3,861.056,861.7448448,2018-01-02,2020-03-09,1,1,0,797,Predicted_Balanced,Predicted_CAP_LT30K,0,Passive Investor
01A4D04718CA3A597AF2,33,186116.5,6463.472484848485,2018-01-02,2022-09-28,10,1,6,1730,Balanced,CAP_LT30K,2,Active Trader
01A55E2190D44FFE614D,2,2604.392,14458.998395800001,2020-02-19,2022-10-10,1,1,0,964,Income,CAP_80K_300K,0,Passive Investor
01A79B5E6F4D630587BF,3,5765.784,2676.9574147999997,2018-01-02,2022-05-11,1,1,0,1590,Not_Available,Not_Available,0,Passive Investor
01AAA586981F95B2D6F1,2,196.0,790.37,2018-01-02,2019-04-16,1,1,1,469,Income,CAP_LT30K,0,Passive Investor
01AD73E1C4813352FE24,2,4000.0,30000.0,2022-07-01,2022-07-01,1,1,1,0,Aggressive,CAP_80K_300K,0,Passive Investor
01ADF8D0986A552D382B,8,900.0,80.50125,2018-12-20,2020-11-09,2,1,1,690,Income,CAP_LT30K,0,Passive Investor
01AF623A666D08C64E21,4,10416.286,4310.771006700001,2018-01-02,2020-09-07,2,1,0,979,Balanced,CAP_LT30K,0,Passive Investor
01B730F74E4609B4037C,2,40.0,2000.0,2022-01-21,2022-01-21,1,1,1,0,Income,CAP_30K_80K,0,Passive Investor
01B73BEA18C00126F929,5,1423.3600000000001,763.2056832000001,2018-01-02,2022-06-10,2,1,0,1620,Conservative,CAP_LT30K,0,Passive Investor
01B840E16EA0172F9735,17,84062.5,5391.441176470588,2018-01-02,2020-07-01,4,1,1,911,Balanced,CAP_LT30K,0,Passive Investor
01BB9FCC409CC7E3F10B,2,302.0,19.74325,2019-11-29,2022-02-02,1,1,1,796,Predicted_Income,Predicted_CAP_LT30K,0,Passive Investor
01BBE9BF9784A3D23E6A,3,358.0,1878.1000000000001,2022-10-11,2022-10-26,1,1,1,15,Balanced,CAP_LT30K,0,Passive Investor
01BC785E7B6CD1AE1F6C,1,1990.842,25999.9983516,2021-09-23,2021-09-23,1,1,0,0,Income,CAP_80K_300K,0,Passive Investor
01BFBB0AE4E1C188B4F5,2,2810.0,3856.7250000000004,2018-01-02,2020-12-29,1,1,0,1092,Predicted_Income,Predicted_CAP_80K_300K,0,Passive Investor
01C2039C40ABEA0C3A11,2,58.0,45.617000000000004,2018-09-14,2022-01-12,1,1,1,1216,Balanced,CAP_LT30K,0,Passive Investor
